"S7_ID","C7DESMTH","C7R4MSCL","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"C543",1,165.92,145.28,"4y college",0,"ASIAN",-0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,124.15,103.89,"less than",0,"HISPANIC",-0.51,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,134.13,123.23,"4y college",0,"Other",-1.23,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,92.98,107.31,"less than",1,"ASIAN",-0.18,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,140.34,126.9,"4y college",1,"ASIAN",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C534",0,104.69,76.41,"less than",1,"ASIAN",-0.15,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,115.23,113.05,"less than",0,"ASIAN",-0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",0,141.74,133.29,"4y college",1,"ASIAN",-0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,120.34,112.39,"4y college",1,"HISPANIC",-0.39,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",0,152.79,127.29,"more than",1,"ASIAN",-0.52,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,113.22,109.37,"4y college",0,"ASIAN",-0.84,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",0,90.71,90.43,"4y college",0,"ASIAN",0.74,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",1,149.08,120.18,"4y college",1,"ASIAN",-0.27,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C534",0,147.64,118.24,"4y college",0,"HISPANIC",-0.73,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C543",1,129.82,118.55,"4y college",0,"ASIAN",-0.15,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C534",0,138.67,109.23,"more than",1,"ASIAN",-0.38,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,167.17,148.94,"less than",0,"HISPANIC",-0.49,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",0,135.62,121.37,"4y college",1,"HISPANIC",0,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",0,154.74,139.41,"less than",1,"ASIAN",-0.49,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,138.23,122.81,"4y college",1,"ASIAN",-0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,138.62,113.07,"less than",1,"ASIAN",0.24,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",0,107.19,123.1,"4y college",1,"ASIAN",-0.75,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,168.5,156.62,"more than",1,"HISPANIC",-0.06,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,130.17,95.02,"4y college",1,"Other",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",0,164.82,151.3,"4y college",0,"HISPANIC",0.67,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C534",1,167.07,154.75,"4y college",0,"ASIAN",-4.47,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,86.3,68.19,"more than",1,"Other",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,165.56,122.58,"less than",0,"ASIAN",-0.04,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"C535",1,161.57,160.36,"4y college",1,"WHITE",1.39,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"0007",1,151.5,149.85,"4y college",0,"Other",1.87,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"C002",1,168.52,164.79,"4y college",1,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",1,152.79,145.99,"more than",0,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",1,159.56,131.68,"4y college",1,"WHITE",-0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"C002",0,157.18,138.5,"4y college",0,"WHITE",-0.07,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",1,162.48,143.64,"4y college",1,"WHITE",0.35,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"C002",0,165.41,107.29,"4y college",1,"WHITE",0.16,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",0,119.68,92.84,"4y college",0,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",0,148.24,117.35,"4y college",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",1,156.27,141.98,"less than",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"C002",1,166.13,143.07,"more than",1,"WHITE",-0.35,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE CITY"
"0007",1,167.13,148.27,"more than",1,"WHITE",1.83,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"C432",1,152.02,142.11,"4y college",1,"WHITE",0.62,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",0,135.75,120.66,"4y college",0,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,151.93,141.55,"4y college",0,"WHITE",0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,148.24,128.03,"4y college",0,"WHITE",1.15,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,134.54,128.92,"4y college",0,"WHITE",0.77,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,146.83,133.65,"4y college",1,"WHITE",-0.36,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,140.87,136.41,"more than",0,"WHITE",-1.79,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,163.41,158.25,"more than",1,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,148.81,143.69,"4y college",0,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,154.11,132.96,"more than",0,"WHITE",1.34,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,155.36,141.46,"4y college",1,"WHITE",0.76,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,143.32,135.09,"4y college",0,"WHITE",0,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",0,147.9,138.96,"more than",1,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C655",1,157.34,140.54,"more than",0,"BLACK",0.67,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C655",0,101.89,93.19,"4y college",1,"BLACK",-3.54,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A071",0,131.27,89.75,"4y college",0,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,147.87,107.74,"less than",0,"WHITE",-0.17,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,127.51,86.36,"less than",0,"WHITE",-0.09,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,133.57,121.15,"less than",1,"WHITE",0.39,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",1,162.42,147.65,"4y college",1,"WHITE",0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",1,170.36,158.76,"4y college",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",1,154.02,121.74,"4y college",1,"WHITE",-0.32,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",1,160.55,150.04,"less than",1,"WHITE",-0.46,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,150.98,138.41,"4y college",1,"WHITE",-0.52,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",1,154.58,145.39,"less than",0,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,163.74,141.14,"less than",1,"WHITE",-0.61,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,140.03,109.14,"4y college",0,"WHITE",0.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,112.18,85.64,"less than",0,"WHITE",-0.43,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"A071",0,150.12,136.11,"4y college",0,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"2095",0,139.57,134.07,"less than",1,"WHITE",-0.59,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",1,133.25,139.12,"4y college",1,"WHITE",0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"A324",0,108.06,92.62,"less than",0,"WHITE",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,128.71,126.39,"4y college",0,"WHITE",-0.59,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,131.8,136.38,"4y college",1,"WHITE",0.05,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"A324",0,152.83,140.54,"less than",1,"WHITE",-0.59,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,127.35,105.7,"less than",0,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,122.82,101.85,"less than",0,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,144.61,129.45,"4y college",0,"HISPANIC",1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",1,138.41,117.97,"more than",0,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"A324",1,156.23,156.43,"4y college",1,"WHITE",0.77,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,144.87,136.76,"4y college",0,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",0,122.04,117.42,"less than",0,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"2095",1,154.92,138.48,"4y college",1,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"D231",0,160.67,136.54,"4y college",0,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,139.38,115.78,"4y college",0,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,143.86,118.47,"4y college",1,"WHITE",1.24,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",1,169.72,144.56,"more than",1,"WHITE",0.98,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,141.84,119.15,"more than",0,"WHITE",1.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,169.01,144.69,"4y college",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",1,171.39,140.09,"4y college",0,"HISPANIC",-1.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,141.41,117.69,"4y college",1,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",1,169.46,150.26,"more than",1,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,163.86,140.25,"4y college",1,"WHITE",0.97,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",1,75.27,66.27,"4y college",0,"BLACK",-0.64,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,168.06,136.3,"more than",1,"Other",0.51,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D231",0,157.52,142.62,"4y college",1,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",0,112.74,101.44,"less than",1,"WHITE",-0.36,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,149.66,136.79,"more than",0,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",0,142.61,131.03,"more than",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,145.93,129.1,"4y college",1,"WHITE",0.05,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,154.32,132.16,"4y college",1,"WHITE",0.54,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,165.67,142.17,"4y college",0,"WHITE",0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,143.49,146.7,"4y college",1,"WHITE",0.18,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,167.66,145.2,"4y college",1,"WHITE",0.28,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,158.51,136.12,"4y college",1,"WHITE",0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,140.56,118.1,"4y college",0,"WHITE",0.77,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,143.94,119.32,"less than",0,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",0,133.65,125.28,"less than",1,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,127.91,103.33,"4y college",1,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",0,158.72,128.81,"4y college",0,"WHITE",0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,143.56,131.66,"more than",0,"WHITE",1.18,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,151.01,135.05,"4y college",1,"WHITE",0.93,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D234",1,160.45,152.56,"more than",0,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"A452",1,167.1,151.21,"4y college",1,"WHITE",0.01,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",1,170.63,156.81,"4y college",1,"WHITE",0.76,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",0,118.55,112.75,"more than",0,"BLACK",-0.74,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",1,167.89,145.49,"4y college",0,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",0,161.44,129.56,"more than",1,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",0,122.75,102.61,"less than",1,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",1,162.56,150.24,"4y college",1,"WHITE",1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",1,165.9,151.99,"more than",1,"WHITE",1.54,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C917",0,144.12,125.3,"less than",1,"WHITE",0.11,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C457",0,152.83,151.82,"more than",0,"WHITE",0.49,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",1,158.97,132.54,"4y college",1,"WHITE",-3.54,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"A452",0,127.38,91.49,"more than",0,"BLACK",-3.54,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"D561",0,148.29,133.34,"4y college",1,"BLACK",0.11,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,160.35,137.32,"more than",1,"HISPANIC",-0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",1,161.49,160.44,"more than",1,"HISPANIC",0.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,159.28,127.78,"less than",1,"HISPANIC",-0.58,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,144.11,108.81,"less than",0,"WHITE",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",1,168.79,155.28,"more than",0,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,149.66,130.59,"4y college",0,"WHITE",0.23,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",1,118.35,90.17,"less than",0,"WHITE",-0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,151.9,125.57,"4y college",0,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,139.41,111.3,"4y college",1,"Other",0.17,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",0,133.23,129.48,"4y college",1,"BLACK",0.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D561",1,153.94,129.14,"4y college",0,"BLACK",0.11,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D510",0,100.73,68.29,"more than",1,"HISPANIC",-0.97,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"D510",0,119.84,115.55,"more than",0,"HISPANIC",-0.94,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","WEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
